datetime,A Bus Voltage,A Current,Set Voltage,digital intput
2023-05-19 14:25:24.862041,0.95 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:24.897611,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:24.938697,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:24.964024,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:24.988327,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.009616,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.033193,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.189575,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.209925,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.232123,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.247967,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.270327,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.290304,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.310788,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.517274,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:25.538490,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.558175,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.581697,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.597924,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.623733,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.642419,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.845147,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:25.876804,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:25.909443,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:25.939269,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:25.961563,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:25.985552,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:26.002922,0.96 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:26.172718,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:26.196995,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.222611,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.248280,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.275057,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.294275,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.314208,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.500284,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:26.522204,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.542163,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.563193,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.584657,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.603102,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.628419,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.828173,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:26.863055,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:26.895531,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:26.922997,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:26.948914,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:26.975763,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:26.996371,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:27.155843,0.91 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:27.179348,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.201053,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.225170,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.245210,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.266898,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.289391,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.483383,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.497882,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.516689,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.537373,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.552952,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.573216,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.591313,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.811251,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:27.830377,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:27.846375,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:27.868531,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:27.889556,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:27.906336,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:27.929566,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.138947,0.95 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.156663,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.178757,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.194392,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.213565,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.233300,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.248230,0.95 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.466793,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:28.488044,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.503904,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.526717,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.544385,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.563792,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.585682,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.794323,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.813363,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.832654,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.848257,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.868578,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.889332,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:28.905973,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.122526,0.92 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.147994,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.172283,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.195026,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.217791,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.240672,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.265889,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.449889,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.471633,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.492266,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.512443,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.533078,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.549184,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.569142,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.777487,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:29.792465,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.811619,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.832986,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.848982,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.869607,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:29.890768,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:30.105444,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:30.124151,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.143514,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.164629,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.188144,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.203235,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.223810,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.432879,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:30.448537,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.466849,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.488284,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.503973,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.526957,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.545161,0.93 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.760743,0.90 V,-0.10 mA,0.50,618.65
2023-05-19 14:25:30.788790,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:30.809936,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:30.835167,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:30.851282,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:30.871746,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:30.892215,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:31.088425,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:25:31.112157,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.132175,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.148647,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.170069,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.193160,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.217862,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.416131,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.433799,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.449303,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.468699,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.489489,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.504954,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.526044,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.743688,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:31.769891,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:31.795724,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:31.818544,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:31.838824,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:31.853926,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:31.874677,0.87 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:32.071328,0.93 V,-0.60 mA,0.50,618.65
2023-05-19 14:25:32.092004,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.107755,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.131082,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.148318,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.168758,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.189884,0.93 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.399020,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:32.417936,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.437241,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.452931,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.473078,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.494812,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.512807,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.726717,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:32.742817,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:32.760662,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:32.783782,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:32.800892,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:32.822568,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:32.843510,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:33.054127,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:33.073431,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.096263,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.118121,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.137118,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.156963,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.178087,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.382112,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.401668,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.422690,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.443476,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.459792,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.482081,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.498913,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.709710,0.94 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:33.729882,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:33.747974,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:33.766888,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:33.787212,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:33.802102,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:33.821845,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:34.037200,0.88 V,-0.30 mA,0.50,618.65
2023-05-19 14:25:34.052142,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.071808,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.092643,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.110128,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.133222,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.149934,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.364906,0.91 V,-0.40 mA,0.50,618.65
2023-05-19 14:25:34.384882,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.401376,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.422492,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.443918,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.461149,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.485906,0.91 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.692499,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.708015,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.732290,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.750249,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.770864,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.793319,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:34.810384,0.92 V,-0.20 mA,0.50,618.65
2023-05-19 14:25:35.020248,0.88 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:02.401088,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:02.428653,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:05.286876,0.90 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:05.300758,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:05.323966,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:05.348849,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:05.372546,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:05.399332,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:05.421981,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:08.318725,0.84 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:08.332208,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:08.353780,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:08.378924,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:08.407249,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:08.433137,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:08.458896,0.84 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:11.350317,0.82 V,-0.60 mA,0.50,618.65
2023-05-19 14:26:11.363938,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:11.392385,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:11.421869,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:11.449064,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:11.474617,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:11.499183,0.82 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:14.382221,0.88 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:14.398336,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:14.419239,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:14.441785,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:14.469119,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:14.494641,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:14.518135,0.88 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.413416,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.427388,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.451723,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.475508,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.502361,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.525909,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:17.552504,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:20.444738,0.94 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:20.457964,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:20.478057,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:20.505905,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:20.536222,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:20.564661,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:20.592607,0.94 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:23.476157,0.96 V,-0.20 mA,0.50,618.65
2023-05-19 14:26:23.513614,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:23.549785,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:23.585923,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:23.623435,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:23.657463,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:23.692227,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:26.507329,0.92 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:26.525152,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:26.548953,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:26.578258,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:26.608657,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:26.638577,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:26.667084,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:29.538900,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:29.555451,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:29.581572,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:29.610266,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:29.641178,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:29.671954,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:29.698379,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:32.569841,0.82 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:32.583888,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:32.603346,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:32.628846,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:32.654671,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:32.679366,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:32.704299,0.82 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:35.601042,0.90 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:35.614865,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:35.635887,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:35.657241,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:35.681774,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:35.707155,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:35.733215,0.90 V,0.00 mA,0.50,618.65
2023-05-19 14:26:38.632350,0.96 V,0.00 mA,0.50,618.65
2023-05-19 14:26:38.646019,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:38.669013,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:38.696320,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:38.722975,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:38.752916,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:38.784067,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:41.663802,0.93 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:41.677454,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:41.700241,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:41.724503,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:41.749017,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:41.773900,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:41.799109,0.93 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.694907,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.721167,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.745742,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.769302,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.793666,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.819435,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:44.843963,0.87 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:47.725461,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:47.740105,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:47.762543,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:47.787086,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:47.813344,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:47.841121,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:47.869262,0.86 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:50.756371,0.92 V,-0.10 mA,0.50,618.65
2023-05-19 14:26:50.770947,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:50.795111,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:50.818238,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:50.845557,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:50.868688,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:50.893250,0.92 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:53.786843,0.96 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:53.801050,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:53.823370,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:53.848261,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:53.871734,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:53.896513,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:53.922161,0.96 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:56.817579,0.94 V,-0.50 mA,0.50,618.65
2023-05-19 14:26:56.831851,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:56.855494,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:56.880235,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:56.903269,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:56.926062,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:56.954762,0.94 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:59.848646,0.90 V,-0.30 mA,0.50,618.65
2023-05-19 14:26:59.862541,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:59.885562,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:59.909294,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:59.932460,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:59.959887,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:26:59.986106,0.90 V,-0.40 mA,0.50,618.65
2023-05-19 14:27:02.880254,0.86 V,-0.40 mA,0.50,618.65
2023-05-19 14:27:02.893333,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:02.917621,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:02.945151,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:02.970819,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:02.995437,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:03.022046,0.86 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:05.911739,0.87 V,-0.30 mA,0.50,618.65
2023-05-19 14:27:05.930011,0.87 V,-0.20 mA,0.50,618.65
2023-05-19 14:27:05.953690,0.87 V,-0.20 mA,0.50,618.65
2023-05-19 14:27:05.980185,0.87 V,-0.20 mA,0.50,618.65
2023-05-19 14:27:06.009460,0.87 V,-0.20 mA,0.50,618.65
2023-05-19 14:27:06.036244,0.87 V,-0.20 mA,0.50,618.65
2023-05-19 14:27:06.065770,0.87 V,-0.20 mA,0.50,618.65
