0,2023-09-12 14:57:47.475351,0,False
0,2023-09-12 14:58:18.692641,1.6,False
0,2023-09-12 14:58:49.909106,1.6,False
0,2023-09-12 14:59:21.127594,1.6,False
0,2023-09-12 14:59:52.345162,1.6,False
0,2023-09-12 15:00:23.561850,0,False
0,2023-09-12 15:01:12.913657,0,False
0,2023-09-12 15:01:44.132535,1.6,False
0,2023-09-12 15:02:15.353388,1.6,False
0,2023-09-12 15:02:46.574369,1.6,False
0,2023-09-12 15:03:17.793437,1.6,False
0,2023-09-12 15:03:49.011618,0,False
0,2023-09-12 15:04:20.228031,0,False
0,2023-09-12 15:04:51.448006,0,False
0,2023-09-12 15:05:22.665088,0,False
0,2023-09-12 15:05:53.882967,0,False
0,2023-09-12 15:06:25.102821,0,False
0,2023-09-12 15:06:56.317079,0,False
0,2023-09-12 15:07:27.534016,0,False
0,2023-09-12 15:08:22.924804,0,False
0,2023-09-12 15:08:54.140124,1.6,False
0,2023-09-12 15:09:25.354415,1.6,False
0,2023-09-12 15:09:56.570411,1.6,False
0,2023-09-12 15:10:27.784682,1.6,False
0,2023-09-12 15:10:58.999364,0,False
0,2023-09-12 15:11:30.212921,0,False
0,2023-09-12 15:12:01.428685,0,False
0,2023-09-12 15:12:32.639463,0,False
0,2023-09-12 15:13:03.851797,0,False
0,2023-09-12 15:13:35.068034,0,False
0,2023-09-12 15:14:06.282662,0,False
0,2023-09-12 15:14:37.499648,0,False
0,2023-09-12 15:15:41.951175,0,False
0,2023-09-12 15:16:13.168155,1.6,False
0,2023-09-12 15:16:44.389380,1.6,False
0,2023-09-12 15:17:15.609822,1.6,False
0,2023-09-12 15:17:46.830790,1.6,False
0,2023-09-12 15:18:18.050940,0,False
0,2023-09-12 15:19:10.422921,0,False
0,2023-09-12 15:19:41.641233,1.6,False
0,2023-09-12 15:20:12.860625,1.6,False
0,2023-09-12 15:20:44.080071,1.6,False
0,2023-09-12 15:21:15.299314,1.6,False
0,2023-09-12 15:21:46.518179,0,False
0,2023-09-12 15:22:17.738453,0,False
0,2023-09-12 15:22:48.958251,0,False
0,2023-09-12 15:23:20.177555,0,False
0,2023-09-12 15:23:51.396869,0,False
0,2023-09-12 15:24:22.613051,0,False
0,2023-09-12 15:24:53.828442,0,False
0,2023-09-12 15:25:25.044068,0,False
0,2023-09-12 15:25:56.256410,0,False
0,2023-09-12 15:26:27.472528,0,False
0,2023-09-12 15:26:58.687235,0,False
0,2023-09-12 15:27:29.902157,0,False
0,2023-09-12 15:28:25.290362,0,False
0,2023-09-12 15:28:56.505067,1.6,False
0,2023-09-12 15:29:27.722015,1.6,False
0,2023-09-12 15:29:58.941221,1.6,False
0,2023-09-12 15:30:30.153995,1.6,False
0,2023-09-12 15:31:01.369227,0,False
0,2023-09-12 15:31:32.582958,0,False
0,2023-09-12 15:32:03.797977,0,False
0,2023-09-12 15:32:50.126274,0,False
0,2023-09-12 15:33:21.347930,1.6,False
0,2023-09-12 15:33:52.569172,1.6,False
0,2023-09-12 15:34:23.793278,1.6,False
0,2023-09-12 15:34:55.015665,1.6,False
0,2023-09-12 15:35:26.239677,0,False
0,2023-09-12 15:35:57.463336,0,False
0,2023-09-12 15:36:28.681671,0,False
0,2023-09-12 15:36:59.900314,0,False
0,2023-09-12 15:37:31.121423,0,False
0,2023-09-12 15:38:02.341706,0,False
0,2023-09-12 15:38:33.560932,0,False
0,2023-09-12 15:39:04.775698,0,False
0,2023-09-12 15:39:35.993828,0,False
0,2023-09-12 15:40:16.273238,0,False
0,2023-09-12 15:40:47.489404,1.6,False
0,2023-09-12 15:41:18.707389,1.6,False
0,2023-09-12 15:41:49.923882,1.6,False
